Generation,Fitness_RectangleQuality,Fitness_CorridorQuality,Fitness_ConnectedQuality,SumOfSpaceFitnessScore,Fitness_MainPathQuality,Fitness_Defense,Fitness_OnMainPath_EnemyTrap,Fitness_OnMainPath_Treasure,Fitness_BesideMainPath_EnemyTrap,Fitness_BesideMainPath_Treasure,Fitness_TwoPronged,SumOfGameObjectFitnessScore,Fitness_Defense_Space,Fitness_Defense_GameObject
0.0,0.0140042564958,0.00908646796065,0.0239187290632,0.030452633712,0.0593159801403,0.0188903043914,0.0267149302825,0.0553624421427,0.0120955405005,0.0253089806195,0.0104905957886,0.0338743309897,0.0398718296545,0.0309210462307
1.0,0.0325738837107,0.042172329791,0.0457422966192,0.0378833380261,0.105648669182,0.0201455727146,0.0607851009706,0.072,0.0192696756589,0.0345020999361,0.0217579525691,0.0532139821851,0.0585508642122,0.0522294323155
2.0,0.108928743681,0.0616088816649,0.0343740585326,0.0565912546247,0.118255160987,0.021585729082,0.074624164987,0.0933220231242,0.0168363861918,0.0299458628194,0.0252116163702,0.0594175495961,0.0838281456314,0.0920333428709
3.0,0.173756349237,0.0789784717502,0.045381855405,0.0748171511086,0.128912011465,0.027413297868,0.077800729431,0.0472863616701,0.0205684491394,0.0338499542097,0.0389823985922,0.0601030906027,0.0765274447502,0.0963833045709
4.0,0.19931995886,0.0979175362231,0.0478687183869,0.0775573329866,0.135397708991,0.0425130826923,0.0889909602151,0.0534789678285,0.0305278757859,0.0199957370457,0.0556444633364,0.0564589815707,0.0742189005577,0.125783673026
5.0,0.219307271881,0.112514473291,0.0458978561591,0.0799667055718,0.124039892776,0.0425630191598,0.0560630225728,0.014,0.0260569453313,0.026742060504,0.0433733339738,0.0576648298359,0.067237887385,0.110874707215
6.0,0.221986606127,0.126607891144,0.0473373974781,0.0815599227562,0.134608056223,0.0465273167075,0.079522009532,0.012,0.0340182289369,0.0388073446657,0.05414860109,0.0569903149667,0.0699388282716,0.109192563849
7.0,0.220953325841,0.135209821389,0.0430285265841,0.0839631526326,0.136601836371,0.0478426765556,0.0752214464099,0.015,0.0410483288332,0.0234557711449,0.0691557488572,0.0567806216944,0.0674014250591,0.122903616708
8.0,0.205730100617,0.13808239533,0.0338711263468,0.0882774501218,0.131006891803,0.0497015009834,0.0759223517813,0.006,0.0477637519464,0.00816739860666,0.0746555409866,0.0564002597512,0.0713405375646,0.126528391676
9.0,0.21307179682,0.144274425315,0.0311261995753,0.092281638477,0.117566569653,0.0440127140722,0.0657486958046,0.009,0.0490966964265,0.0180912437383,0.0751924810071,0.0560355039239,0.0677799018884,0.0952498944881
10.0,0.207612923972,0.146523687505,0.0203464861831,0.0955943288067,0.123293670154,0.0487070436385,0.0694767299173,0.012,0.0566463043808,0.0437317573395,0.0878040625484,0.056988637464,0.0662233486015,0.096616839112
11.0,0.208317191081,0.146320080987,0.0073780078612,0.0981926188672,0.128016572365,0.0457633434093,0.0706365061424,0.0,0.0577348023293,0.0226293813437,0.0852578277931,0.0588330553346,0.0674349145473,0.107261993735
12.0,0.202796958064,0.149868479007,0.00417363151224,0.1003239752,0.133029345635,0.0445638923345,0.0845258830182,0.0,0.0583740430328,0.00581224569336,0.0830107968881,0.0598994582613,0.0715034761393,0.118485507131
13.0,0.208397298447,0.158789970716,0.0068749545453,0.102412151623,0.125260334504,0.0377203525964,0.0765466589735,0.0,0.0579035223454,0.00466477223453,0.0875241949406,0.0588771560115,0.0682316451509,0.101103841668
14.0,0.217658198789,0.16697768803,0.00508878177956,0.104282253524,0.113937827783,0.0378774933173,0.0710401541383,0.0,0.0611518552458,0.00547155370987,0.0932497999998,0.0589166504479,0.066133860465,0.0944917440838
15.0,0.225102973992,0.170565704935,0.0031607277643,0.106258476368,0.111808717907,0.0395072676858,0.0742251648701,0.0,0.0651767067287,0.00443019186943,0.0976750126696,0.0573116000475,0.0677905303121,0.101925646429
16.0,0.23917945104,0.18080081554,0.00648457400297,0.107683926377,0.110850756425,0.0403652300873,0.0737758429298,0.0,0.0666548302826,0.00699997142851,0.103252974776,0.0565897375855,0.067087891605,0.0977518178859
17.0,0.243782465325,0.190037760195,0.00570092097823,0.109891427327,0.112253725996,0.0388526434107,0.0739864859282,0.0,0.0643261362123,0.0109999818182,0.104375845386,0.0559227395609,0.066821240635,0.0927375732915
18.0,0.248193003125,0.197895723804,0.00696165928497,0.112061899413,0.112557215229,0.037772058456,0.0757933037939,0.0,0.0615951345481,0.0135,0.102963829086,0.0549759256402,0.0667845176669,0.0891576401662
19.0,0.248133503381,0.204118953309,0.00633531372546,0.113521988619,0.11246786341,0.0382828499462,0.0824659990542,0.0,0.0622139751181,0.0144999965517,0.102728907811,0.0548537929409,0.0701370216077,0.0876362339446
20.0,0.255088386055,0.208296590707,0.0104951512614,0.114506688888,0.113964497981,0.0404727562689,0.0873638226041,0.0,0.0611255388524,0.0075,0.103208676961,0.0552357764497,0.0697173142053,0.0906699933826
21.0,0.258220271087,0.213938834951,0.0120592661468,0.116255833832,0.116315354103,0.0414002656996,0.0915665735954,0.0,0.0610250260139,0.0140000071429,0.102567783928,0.0543020855953,0.068948604772,0.0938773082273
22.0,0.261977515638,0.218986962854,0.0108351880464,0.117560741747,0.117447553827,0.0426280717368,0.0943149648783,0.0,0.0617993551746,0.024,0.102719579925,0.0538130811235,0.068702938074,0.0973690859565
23.0,0.261681130195,0.223243162045,0.00964929531106,0.118328970248,0.118083893059,0.0423384116377,0.0984222413888,0.0,0.0622943488609,0.0334999940299,0.103135393052,0.0538110676348,0.0689032662506,0.098420604042
24.0,0.263088154807,0.234978892031,0.0154475920454,0.119724479953,0.120767581743,0.0425176328128,0.103054978046,0.0,0.0612829552159,0.0619999983871,0.102707810316,0.0536887986455,0.0712380095174,0.0984610486436
25.0,0.266294360999,0.24636123924,0.0187570200192,0.121298440633,0.123193557056,0.0435631541558,0.109028665038,0.0,0.0624819541948,0.0874999971429,0.10313472839,0.0535558848307,0.07179669491,0.09945535883
26.0,0.268975313179,0.251122180621,0.0188042761094,0.122312932268,0.118010116515,0.0419180295338,0.101868559919,0.0,0.0628370479892,0.0455000021978,0.10351359331,0.0533228562626,0.0702704226542,0.0996413834709
27.0,0.268152898176,0.251383755044,0.0132230896541,0.123250357809,0.114335848709,0.0414138575841,0.0995148406018,0.0,0.0631843920601,0.009999995,0.103735585987,0.0536101967913,0.0718167181094,0.0999076648711
28.0,0.273759827038,0.250728018578,0.00747275049764,0.124027716257,0.113941482349,0.0413630874089,0.0999347462097,0.0,0.0640319662356,0.009999995,0.103660028458,0.0535959485409,0.071788778371,0.0998378825897
29.0,0.279405604453,0.257972222923,0.0116142886136,0.124918931712,0.11359251912,0.041143824567,0.0997791315857,0.0,0.064303068356,0.0114999826087,0.102542280548,0.0535502530339,0.0717166284762,0.0997097537857
30.0,0.279181047709,0.250837033749,0.0,0.125224009679,0.112994653413,0.041073732482,0.100320503886,0.0,0.0642522030751,0.0114999826087,0.102146635774,0.0536092240198,0.0717166284762,0.0995865422635
31.0,0.278639533268,0.252714583077,0.000187616630393,0.125554180735,0.112969145788,0.0409346430301,0.100655351075,0.0,0.0647264304593,0.0130000076923,0.102218722845,0.053965189706,0.0716478938979,0.099445612774
32.0,0.277415949433,0.256053347566,0.0,0.126132145387,0.112609370392,0.0409777207761,0.100696015313,0.0,0.0650285521906,0.0130000076923,0.102285765383,0.0540212013935,0.0714357228563,0.0994111568185
33.0,0.279410938583,0.259812502201,0.0,0.126814444367,0.112531152576,0.0409945703722,0.100696015313,0.0,0.0648596662033,0.0159999875,0.102256664819,0.054278591544,0.0713131299271,0.0993982409301
34.0,0.281205493545,0.265420817759,0.000198997487421,0.127944205418,0.112454518362,0.0409679655341,0.10091425816,0.0,0.0649385540338,0.0159999875,0.102256664819,0.054493884978,0.0710461547165,0.0994264929483
35.0,0.281308908853,0.269578013013,0.0,0.128861168317,0.11245385009,0.0408614451531,0.101044544633,0.0,0.0647983356268,0.0175000057143,0.102242184053,0.0546148651925,0.0709722283714,0.0994533724918
36.0,0.280143459677,0.270780244848,0.0,0.129013656641,0.112327128513,0.04078785481,0.101247223172,0.0,0.0648729042051,0.0175000057143,0.102242184053,0.0546318826328,0.0709722283714,0.0994612557733
37.0,0.279144540874,0.272742500355,0.0,0.129346637761,0.112279344939,0.0408157261359,0.101762898445,0.0,0.0648784448026,0.0175000057143,0.102242184053,0.0550726102523,0.0709166447317,0.0996490030055
38.0,0.279592020988,0.274766820231,0.00021400934559,0.129636387639,0.112430398914,0.0406365512808,0.102243276063,0.0,0.0650359323759,0.0204999902439,0.102213367032,0.0552218625184,0.0707096004797,0.0998320083941
39.0,0.278501165527,0.275373468402,0.00021400934559,0.129812377299,0.112380458266,0.0406345690269,0.102705586021,0.0,0.0651953710013,0.0204999902439,0.102213367032,0.0553798275548,0.0705922403668,0.0999753564635
40.0,0.2790697936,0.276177541085,0.00021400934559,0.129886058528,0.112471682658,0.0406264802807,0.103344084011,0.0,0.065193258854,0.0220000045455,0.102199031796,0.0555815014191,0.0704125003107,0.100217593266
41.0,0.277773418455,0.277609432837,0.00021400934559,0.130025424437,0.112422168188,0.0406826154518,0.104113819928,0.0,0.065193258854,0.0220000045455,0.102199031796,0.0557926195836,0.0701638261499,0.100489901483
42.0,0.277987848475,0.278345094801,0.0,0.130167624239,0.112633815082,0.0407273372564,0.104575331221,0.0,0.0651856172787,0.024999992,0.102170503082,0.056035639552,0.0697804220394,0.100774521582
43.0,0.277906997753,0.278326178611,0.0,0.130171708524,0.11303051004,0.0404554149651,0.105730788799,0.0,0.0651281682531,0.024999992,0.102170503082,0.0561043509899,0.0692752950192,0.100790937093
44.0,0.278822787627,0.27783477986,0.0,0.130179874789,0.113336607943,0.0402943532024,0.10594072588,0.0,0.0651849821661,0.024999992,0.102170503082,0.0561664828879,0.0693642263707,0.100866606466
45.0,0.278255705422,0.277818939059,0.0,0.13021257543,0.113512125784,0.040182908058,0.106155545781,0.0,0.0651849821661,0.024999992,0.102170503082,0.0561794028092,0.0697588381497,0.101029014644
46.0,0.278699905454,0.277859681854,0.0,0.130265811708,0.11365500077,0.0401220064304,0.106155545781,0.0,0.0651853710582,0.024999992,0.102170503082,0.0562388228895,0.0701965996327,0.101261418122
47.0,0.278505672474,0.278037896518,0.0,0.130335614089,0.113677215835,0.0400407867056,0.106155545781,0.0,0.0652641586171,0.024999992,0.102170503082,0.0562273838979,0.0710379898364,0.101835004296
48.0,0.27935279433,0.279020531682,0.0,0.130554587434,0.113622084121,0.0400622315904,0.106155545781,0.0,0.0652641586171,0.024999992,0.102170503082,0.0562261736205,0.0710472532896,0.101835004296
49.0,0.277749985059,0.278929535008,0.0,0.130575350277,0.113578946553,0.0400622315904,0.106155545781,0.0,0.0652641586171,0.024999992,0.102170503082,0.0561982446345,0.0710472532896,0.101835004296
50.0,0.277242704322,0.279005782198,0.0,0.130575350277,0.113568296192,0.0401278207731,0.106155545781,0.0,0.065263704308,0.024999992,0.102170503082,0.0562943673914,0.071078008554,0.101835004296
